,epoch_accuracy,epoch_losses,elapsed_time
0,0.28813333333333335,1.9369137206320035,4.022946044802666
1,0.5410666666666667,1.2808030545711517,7.662864850834012
2,0.6488,1.0176867110244299,11.193484969437122
3,0.6838666666666666,0.901875684574499,14.770114729180932
4,0.7052,0.8457199809914928,18.34318491257727
5,0.7308,0.7935870650966289,21.874080261215568
6,0.7464,0.7426268006280318,25.38536438718438
7,0.7550666666666667,0.7091604572231487,28.968347437679768
8,0.7630666666666667,0.6861639858807548,32.55153478495777
9,0.7654666666666666,0.6658899127426794,36.11447128094733
10,0.7722666666666667,0.6494105508771993,39.63629882596433
11,0.778,0.6338974048020476,43.1691704262048
12,0.7829333333333334,0.6227007389573728,46.69150139018893
13,0.7868,0.6140950109999058,50.211412116885185
14,0.7890666666666667,0.6076267644510431,53.74328155443072
15,0.7926666666666666,0.6007337095373768,57.251172905787826
16,0.7957333333333333,0.5962470436500291,60.98915649577975
17,0.7973333333333333,0.5916358290587441,64.67623894102871
18,0.7996,0.58706460261749,68.20001476071775
19,0.8033333333333333,0.5830371331865505,71.73338893428445
20,0.8050666666666667,0.5792070220587617,75.23278070241213
21,0.8072,0.5761996787988534,78.76058062165976
22,0.8072,0.5728325545787811,82.29033165797591
23,0.8084,0.5692200968831272,85.82282839156687
24,0.8097333333333333,0.5651968780715587,89.33509061485529
25,0.8101333333333334,0.5615889344174984,92.85359509289265
26,0.8106666666666666,0.5586756798675505,96.40853011794388
27,0.8109333333333333,0.5555580867043997,99.93165881000459
28,0.8114666666666667,0.5529446940300828,103.49874424561858
29,0.8128,0.5503566601013733,107.01465129293501
36735175928827,107.01411408185959
