,epoch_accuracy,epoch_losses,elapsed_time
0,0.36625,1.8351716148827883,16.370689740404487
1,0.59935,1.1860166457034886,32.82211473956704
2,0.6634,0.9990773975594974,49.05247290804982
3,0.69605,0.9058623078154094,65.26448299176991
4,0.7121333333333333,0.857596317397506,81.48197347670794
5,0.7234833333333334,0.826830998634987,97.6901624891907
6,0.73095,0.8044470458714439,113.90957119502127
7,0.7365833333333334,0.7864126192608367,130.42320385575294
8,0.7428166666666667,0.7710490809130007,146.67923812009394
9,0.74755,0.7578539616072865,162.92024845071137
10,0.7518166666666667,0.7460870290997186,179.16925308667123
11,0.7549,0.7357277587087933,195.40707136690617
12,0.7580333333333333,0.72607451902905,211.65100726671517
13,0.7614333333333333,0.7171663440493886,227.8998008761555
14,0.7652,0.7087508036828498,244.16458312049508
15,0.7677,0.7008309089807051,260.39651365578175
16,0.7707333333333334,0.6931185337589748,276.6408623494208
17,0.7733833333333333,0.6854537668258651,292.88193283975124
18,0.7764166666666666,0.678166204773541,309.11130763590336
19,0.7793333333333333,0.6709199699321027,325.2033659312874
20,0.7812666666666667,0.6641121381508516,341.2624087110162
21,0.7833666666666667,0.658215327970763,357.31251781992614
22,0.7843833333333333,0.6531579742934912,373.37025682628155
23,0.78605,0.6484769785137319,389.41606891155243
24,0.7871333333333334,0.6443106424706831,405.45090746320784
25,0.7878333333333334,0.6402521525491783,421.4944281410426
26,0.7895,0.6365914991669563,437.53259459510446
27,0.7903666666666667,0.6330766119936636,453.57770740427077
28,0.7910666666666667,0.6296128791405448,469.6113143116236
29,0.7919833333333334,0.6264654105342528,485.6505061388016
