,epoch_accuracy,epoch_losses,elapsed_time
0,0.42246666666666666,1.6965889719757699,8.599621383473277
1,0.6263666666666666,1.0907856110316605,17.08369212411344
2,0.6667333333333333,0.9695834567043573,25.604944916442037
3,0.6911333333333334,0.9013726120310297,34.112942680716515
4,0.7064333333333334,0.8564294666877942,42.61835063248873
5,0.7175666666666667,0.8280429006385397,51.057961927726865
6,0.7239333333333333,0.8096701261966721,59.57864351943135
7,0.7297666666666667,0.7961368896940878,68.09408457949758
8,0.734,0.7848249784410636,76.6934295874089
9,0.7383333333333333,0.7748399538907416,85.49924040772021
10,0.7404666666666667,0.7663185014399384,93.99752382747829
11,0.7441,0.7581826319445425,102.56335685029626
12,0.7459,0.7505949252068616,111.17089382745326
13,0.7491333333333333,0.7434583534436948,119.68413330055773
14,0.7517333333333334,0.7371952900373097,128.1752567831427
15,0.7543666666666666,0.7313556492582821,136.66560986451805
16,0.7565333333333333,0.7258319878883199,145.13772543519735
17,0.7590333333333333,0.7200332651895754,153.6178534720093
18,0.7616,0.7146652093701271,162.0610187444836
19,0.7645666666666666,0.7090501985443172,170.55148565210402
20,0.7661,0.7035842286879574,179.00772107206285
21,0.7684666666666666,0.6977941583849983,187.47418641112745
22,0.7721,0.6915676532142452,195.91682283952832
23,0.7757,0.6855582571360094,204.33480298891664
24,0.7781666666666667,0.678981073248361,212.77852692455053
25,0.7803333333333333,0.6729926869177869,221.20495095476508
26,0.7832333333333333,0.6672294718116077,229.58702749945223
27,0.7860333333333334,0.6617490785208338,237.99928218871355
28,0.7865333333333333,0.656624353707218,246.65676391124725
29,0.7882333333333333,0.6521323083051994,255.0881939958781
